year,team,conference,division,total.games,total.wins,total.losses,total.ties,conferenceGames.games,conferenceGames.wins,conferenceGames.losses,conferenceGames.ties,homeGames.games,homeGames.wins,homeGames.losses,homeGames.ties,awayGames.games,awayGames.wins,awayGames.losses,awayGames.ties
2019,Air Force,Mountain West,Mountain,13,11,2,0,8,7,1,0,6,6,0,0,6,4,2,0
2019,Akron,Mid-American,East,12,0,12,0,8,0,8,0,6,0,6,0,6,0,6,0
2019,Alabama,SEC,West,13,11,2,0,8,6,2,0,7,6,1,0,4,3,1,0
2019,Appalachian State,Sun Belt,,14,13,1,0,9,8,1,0,7,6,1,0,6,6,0,0
2019,Arizona,Pac-12,South,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2019,Arizona State,Pac-12,South,13,8,5,0,9,4,5,0,7,5,2,0,5,2,3,0
2019,Arkansas,SEC,West,12,2,10,0,8,0,8,0,7,2,5,0,4,0,4,0
2019,Arkansas State,Sun Belt,,13,8,5,0,8,5,3,0,6,4,2,0,6,3,3,0
2019,Army,FBS Independents,,13,5,8,0,0,0,0,0,6,4,2,0,6,1,5,0
2019,Auburn,SEC,West,13,9,4,0,8,5,3,0,7,6,1,0,4,2,2,0
2019,Ball State,Mid-American,West,12,5,7,0,8,4,4,0,6,3,3,0,5,2,3,0
2019,Baylor,Big 12,,14,11,3,0,10,8,2,0,7,6,1,0,5,5,0,0
2019,Boise State,Mountain West,Mountain,14,12,2,0,9,9,0,0,7,7,0,0,6,5,1,0
2019,Boston College,ACC,Atlantic,13,6,7,0,8,4,4,0,6,3,3,0,6,3,3,0
2019,Bowling Green,Mid-American,East,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2019,Buffalo,Mid-American,East,13,8,5,0,8,5,3,0,6,5,1,0,6,2,4,0
2019,BYU,FBS Independents,,13,7,6,0,0,0,0,0,6,4,2,0,6,3,3,0
2019,California,Pac-12,North,13,8,5,0,9,4,5,0,6,3,3,0,6,4,2,0
2019,Central Michigan,Mid-American,West,14,8,6,0,9,6,3,0,6,6,0,0,6,2,4,0
2019,Charlotte,Conference USA,East,13,7,6,0,8,5,3,0,6,5,1,0,6,2,4,0
2019,Cincinnati,American Athletic,East,14,11,3,0,9,7,2,0,6,6,0,0,7,4,3,0
2019,Clemson,ACC,Atlantic,15,14,1,0,9,9,0,0,7,7,0,0,5,5,0,0
2019,Coastal Carolina,Sun Belt,,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
2019,Colorado,Pac-12,South,12,5,7,0,9,3,6,0,6,3,3,0,5,1,4,0
2019,Colorado State,Mountain West,Mountain,12,4,8,0,8,3,5,0,6,2,4,0,5,2,3,0
2019,Connecticut,American Athletic,East,12,2,10,0,8,0,8,0,6,1,5,0,6,1,5,0
2019,Duke,ACC,Coastal,12,5,7,0,8,3,5,0,6,3,3,0,5,2,3,0
2019,East Carolina,American Athletic,East,12,4,8,0,8,1,7,0,6,2,4,0,6,2,4,0
2019,Eastern Michigan,Mid-American,West,13,6,7,0,8,3,5,0,5,2,3,0,7,4,3,0
2019,Florida,SEC,East,13,11,2,0,8,6,2,0,6,6,0,0,4,3,1,0
2019,Florida Atlantic,Conference USA,East,14,11,3,0,9,8,1,0,8,6,2,0,6,5,1,0
2019,Florida International,Conference USA,East,13,6,7,0,8,3,5,0,7,6,1,0,5,0,5,0
2019,Florida State,ACC,Atlantic,13,6,7,0,8,4,4,0,7,5,2,0,5,1,4,0
2019,Fresno State,Mountain West,West,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2019,Georgia,SEC,East,14,12,2,0,9,7,2,0,7,6,1,0,4,4,0,0
2019,Georgia Southern,Sun Belt,,13,7,6,0,8,5,3,0,6,5,1,0,6,2,4,0
2019,Georgia State,Sun Belt,,13,7,6,0,8,4,4,0,6,5,1,0,6,2,4,0
2019,Georgia Tech,ACC,Coastal,12,3,9,0,8,2,6,0,7,2,5,0,5,1,4,0
2019,Hawai'i,Mountain West,West,15,10,5,0,9,5,4,0,8,6,2,0,6,3,3,0
2019,Houston,American Athletic,West,12,4,8,0,8,2,6,0,5,1,4,0,6,3,3,0
2019,Illinois,Big Ten,West,13,6,7,0,9,4,5,0,7,3,4,0,5,3,2,0
2019,Indiana,Big Ten,East,13,8,5,0,9,5,4,0,6,4,2,0,5,3,2,0
2019,Iowa,Big Ten,West,13,10,3,0,9,6,3,0,7,6,1,0,5,3,2,0
2019,Iowa State,Big 12,,13,7,6,0,9,5,4,0,7,5,2,0,5,2,3,0
2019,Kansas,Big 12,,12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
2019,Kansas State,Big 12,,13,8,5,0,9,5,4,0,7,5,2,0,5,3,2,0
2019,Kent State,Mid-American,East,13,7,6,0,8,5,3,0,5,4,1,0,7,2,5,0
2019,Kentucky,SEC,East,13,8,5,0,8,3,5,0,8,6,2,0,4,1,3,0
2019,Liberty,FBS Independents,,13,8,5,0,0,0,0,0,6,5,1,0,6,2,4,0
2019,Louisiana,Sun Belt,,14,11,3,0,9,7,2,0,6,5,1,0,6,5,1,0
2019,Louisiana Monroe,Sun Belt,,12,5,7,0,8,4,4,0,6,4,2,0,6,1,5,0
2019,Louisiana Tech,Conference USA,West,13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0
2019,Louisville,ACC,Atlantic,13,8,5,0,8,5,3,0,6,4,2,0,5,2,3,0
2019,LSU,SEC,West,15,15,0,0,9,9,0,0,7,7,0,0,5,5,0,0
2019,Marshall,Conference USA,East,13,8,5,0,8,6,2,0,7,6,1,0,5,2,3,0
2019,Maryland,Big Ten,East,12,3,9,0,9,1,8,0,6,2,4,0,6,1,5,0
2019,Memphis,American Athletic,West,14,12,2,0,9,8,1,0,7,7,0,0,6,5,1,0
2019,Miami,ACC,Coastal,13,6,7,0,8,4,4,0,6,4,2,0,5,2,3,0
2019,Miami (OH),Mid-American,East,14,8,6,0,9,7,2,0,5,5,0,0,7,2,5,0
2019,Michigan,Big Ten,East,13,9,4,0,9,6,3,0,7,6,1,0,5,3,2,0
2019,Michigan State,Big Ten,East,13,7,6,0,9,4,5,0,7,4,3,0,5,2,3,0
2019,Middle Tennessee,Conference USA,East,12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0
2019,Minnesota,Big Ten,West,13,11,2,0,9,7,2,0,7,6,1,0,5,4,1,0
2019,Mississippi State,SEC,West,13,6,7,0,8,3,5,0,7,4,3,0,4,1,3,0
2019,Missouri,SEC,East,12,6,6,0,8,3,5,0,7,5,2,0,5,1,4,0
2019,Navy,American Athletic,West,13,11,2,0,8,7,1,0,6,6,0,0,5,3,2,0
2019,NC State,ACC,Atlantic,12,4,8,0,8,1,7,0,7,4,3,0,5,0,5,0
2019,Nebraska,Big Ten,West,12,5,7,0,9,3,6,0,7,3,4,0,5,2,3,0
2019,Nevada,Mountain West,West,13,7,6,0,8,4,4,0,6,4,2,0,6,3,3,0
2019,New Mexico,Mountain West,Mountain,12,2,10,0,8,0,8,0,6,2,4,0,6,0,6,0
2019,New Mexico State,FBS Independents,,12,2,10,0,0,0,0,0,5,2,3,0,7,0,7,0
2019,North Carolina,ACC,Coastal,13,7,6,0,8,4,4,0,6,3,3,0,5,2,3,0
2019,Northern Illinois,Mid-American,West,12,5,7,0,8,4,4,0,5,3,2,0,7,2,5,0
2019,North Texas,Conference USA,West,12,4,8,0,8,3,5,0,6,4,2,0,6,0,6,0
2019,Northwestern,Big Ten,West,12,3,9,0,9,1,8,0,7,2,5,0,5,1,4,0
2019,Notre Dame,FBS Independents,,13,11,2,0,0,0,0,0,7,7,0,0,5,3,2,0
2019,Ohio,Mid-American,East,13,7,6,0,8,5,3,0,6,2,4,0,6,4,2,0
2019,Ohio State,Big Ten,East,14,13,1,0,10,10,0,0,7,7,0,0,5,5,0,0
2019,Oklahoma,Big 12,,14,12,2,0,10,9,1,0,6,6,0,0,5,4,1,0
2019,Oklahoma State,Big 12,,13,8,5,0,9,5,4,0,6,4,2,0,6,4,2,0
2019,Old Dominion,Conference USA,East,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2019,Ole Miss,SEC,West,12,4,8,0,8,2,6,0,7,4,3,0,5,0,5,0
2019,Oregon,Pac-12,North,14,12,2,0,10,9,1,0,7,7,0,0,4,3,1,0
2019,Oregon State,Pac-12,North,12,5,7,0,9,4,5,0,6,2,4,0,6,3,3,0
2019,Penn State,Big Ten,East,13,11,2,0,9,7,2,0,7,7,0,0,5,3,2,0
2019,Pittsburgh,ACC,Coastal,13,8,5,0,8,4,4,0,7,4,3,0,5,3,2,0
2019,Purdue,Big Ten,West,12,4,8,0,9,3,6,0,7,3,4,0,5,1,4,0
2019,Rice,Conference USA,West,12,3,9,0,8,3,5,0,6,1,5,0,5,2,3,0
2019,Rutgers,Big Ten,East,12,2,10,0,9,0,9,0,7,2,5,0,5,0,5,0
2019,San Diego State,Mountain West,West,13,10,3,0,8,5,3,0,6,4,2,0,6,5,1,0
2019,San José State,Mountain West,West,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
2019,SMU,American Athletic,West,13,10,3,0,8,6,2,0,6,6,0,0,7,4,3,0
2019,South Alabama,Sun Belt,,12,2,10,0,8,1,7,0,6,2,4,0,6,0,6,0
2019,South Carolina,SEC,East,12,4,8,0,8,3,5,0,7,3,4,0,4,1,3,0
2019,Southern Mississippi,Conference USA,West,13,7,6,0,8,5,3,0,5,4,1,0,7,3,4,0
2019,South Florida,American Athletic,East,12,4,8,0,8,2,6,0,7,2,5,0,5,2,3,0
2019,Stanford,Pac-12,North,12,4,8,0,9,3,6,0,7,3,4,0,5,1,4,0
2019,Syracuse,ACC,Atlantic,12,5,7,0,8,2,6,0,6,3,3,0,6,2,4,0
2019,TCU,Big 12,,12,5,7,0,9,3,6,0,6,3,3,0,6,2,4,0
2019,Temple,American Athletic,East,13,8,5,0,8,5,3,0,7,6,1,0,5,2,3,0
2019,Tennessee,SEC,East,13,8,5,0,8,5,3,0,8,5,3,0,4,2,2,0
2019,Texas,Big 12,,13,8,5,0,9,5,4,0,6,5,1,0,4,1,3,0
2019,Texas A&M,SEC,West,13,8,5,0,8,4,4,0,7,5,2,0,4,1,3,0
2019,Texas State,Sun Belt,,12,3,9,0,8,2,6,0,6,3,3,0,6,0,6,0
2019,Texas Tech,Big 12,,12,4,8,0,9,2,7,0,6,3,3,0,6,1,5,0
2019,Toledo,Mid-American,West,12,6,6,0,8,3,5,0,6,5,1,0,6,1,5,0
2019,Troy,Sun Belt,,12,5,7,0,8,3,5,0,6,3,3,0,6,2,4,0
2019,Tulane,American Athletic,West,13,7,6,0,8,3,5,0,6,5,1,0,6,1,5,0
2019,Tulsa,American Athletic,West,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2019,UAB,Conference USA,West,14,9,5,0,9,6,3,0,6,6,0,0,7,3,4,0
2019,UCF,American Athletic,East,13,10,3,0,8,6,2,0,6,6,0,0,6,3,3,0
2019,UCLA,Pac-12,South,12,4,8,0,9,4,5,0,6,2,4,0,6,2,4,0
2019,UMass,FBS Independents,,12,1,11,0,0,0,0,0,6,1,5,0,6,0,6,0
2019,UNLV,Mountain West,West,12,4,8,0,8,2,6,0,6,2,4,0,6,2,4,0
2019,USC,Pac-12,South,13,8,5,0,9,7,2,0,6,5,1,0,6,3,3,0
2019,Utah,Pac-12,South,14,11,3,0,10,8,2,0,7,7,0,0,5,4,1,0
2019,Utah State,Mountain West,Mountain,13,7,6,0,8,6,2,0,6,4,2,0,6,3,3,0
2019,UTEP,Conference USA,West,12,1,11,0,8,0,8,0,6,1,5,0,6,0,6,0
2019,UT San Antonio,Conference USA,West,12,4,8,0,8,3,5,0,6,2,4,0,6,2,4,0
2019,Vanderbilt,SEC,East,12,3,9,0,8,1,7,0,7,3,4,0,5,0,5,0
2019,Virginia,ACC,Coastal,14,9,5,0,9,6,3,0,7,7,0,0,5,2,3,0
2019,Virginia Tech,ACC,Coastal,13,8,5,0,8,5,3,0,7,6,1,0,5,2,3,0
2019,Wake Forest,ACC,Atlantic,13,8,5,0,8,4,4,0,7,6,1,0,5,2,3,0
2019,Washington,Pac-12,North,13,8,5,0,9,4,5,0,7,4,3,0,5,3,2,0
